"gene","GO_terms"
"MCF2L",9
"AL137002.1",0
"F7",52
"F10",13
"PROZ",6
"PCID2",55
"CUL4A",58
"LAMP1",37
"GRTP1",2
"ADPRHL1",17
"DCUN1D2",2
"TMCO3",0
"TFDP1",30
"ATP4B",3
"GRK1",9
"TMEM255B",0
"GAS6",164
"RASA3",8
"PALM2-AKAP2",0
"AKAP2",0
"C9orf152",0
"TXN",38
"TXNDC8",0
"SVEP1",16
"MUSK",23
"LPAR1",63
"OR2K2",0
"KIAA0368",0
"ZNF483",0
"PTGR1",0
"DNAJC25",0
"DNAJC25-GNG10",0
"GNG10",8
"C9orf84",0
"UGCG",7
"SUSD1",0
"PTBP3",9
"HSDL2",0
"C9orf147",0
"KIAA1958",0
"INIP",17
"SNX30",9
"SLC46A2",40
"MARCKS",2
"HDAC2",167
"PPP1R3A",19
"FOXP2",6
"OAS2",18
"DTX1",37
"RASAL1",23
"CCDC42B",0
"DDX54",18
"C12orf52",0
"IQCD",0
"TPCN1",10
"SLC8B1",22
"PLBD2",0
"SDS",6
"SDSL",0
"LHX5",15
"RBM19",1
"RP11-67H2.1",0
"USP28",21
"HTR3B",4
"HTR3A",4
"ZBTB16",81
"NNMT",16
"MAGI3",1
"PHTF1",0
"RSBN1",2
"PTPN22",137
"BCL2L15",0
"AP4B1",1
"DCLRE1B",4
"HIPK1",45
"OLFML3",0
"SYT6",15
"TRIM33",14
"BCAS2",1
"DENND2C",0
"AMPD1",0
"NRAS",15
"CSDE1",14
"CDC16",19
"UPF3A",4
"CHAMP1",2
"TECTB",0
"ACSL5",3
"ZDHHC6",2
"VTI1A",4
"TRIM36",1
"PGGT1B",0
"CCDC112",0
"FEM1C",2
"TICAM2",51
"TMED7-TICAM2",0
"MDFIC",26
"NXPE1",0
"NXPE4",0
"NXPE2",0
"TBX5",95
"SLC35F5",0
"ACTR3",19
"SIKE1",0
"SYCP1",5
"TSHB",8
"TSPAN2",12
"NGF",55
"VANGL1",9
"CASQ2",11
"NHLH2",23
"SLC22A15",0
"MAB21L3",0
"TMED7",0
"CDO1",16
"ATG12",14
"AP3S1",9
"AQPEP",0
"CTD-2287O16.3",0
"ARL14EPL",0
"COMMD10",0
"ZBTB20",27
"GAP43",19
"LSAMP",0
"TFEC",7
"TES",3
"TRPS1",6
"SEMA6A",50
"CAV2",60
"CAV1",201
"MET",83
"CAPZA2",3
"ST7",0
"ST7-OT4",0
"AC106873.4",0
"WNT2",106
"ASZ1",4
"CFTR",39
"CTTNBP2",1
"NAA38",0
"AGTR2",88
"SLC6A14",0
"CXorf61",0
"DPP10",4
"UGT8",6
"NDST4",4
"EIF3H",4
"UTP23",1
"RAD21",48
"AARD",0
"SLC30A8",22
"MED30",11
"ATP1A1",21
"AL136376.1",0
"CD58",7
"IGSF3",2
"C1orf137",0
"CD2",32
"PTGFRN",6
"CD101",11
"TTF2",1
"TRIM45",6
"VTCN1",51
"MAN1A2",5
"FAM46C",0
"GDAP2",1
"WDR3",1
"SPAG17",1
"FRK",9
"NT5DC1",0
"COL10A1",1
"AL121963.1",0
"TSPYL4",3
"DSE",3
"TSPYL1",3
"FAM26F",0
"TRAPPC3L",0
"FAM26E",0
"FAM26D",0
"RWDD1",16
"RSPH4A",0
"ZUFSP",0
"KPNA5",5
"FAM162B",0
"GPRC6A",6
"RFX6",29
"BUD13",0
"ZNF259",0
"APOA5",22
"APOA4",31
"APOC3",21
"APOA1",67
"SIK3",9
"MED13L",1
"MAP1LC3B2",11
"VGLL2",6
"ROS1",21
"GOPC",0
"DCBLD1",0
"ANKRD7",0
"WDR44",3
"DOCK11",21
"IL13RA1",7
"ZCCHC12",0
"LONRF3",0
"KIAA1210",1
"EXT1",126
"TBX15",16
"WARS2",8
"HAO2",0
"HSD3B2",14
"HSD3B1",14
"ZNF697",0
"PHGDH",3
"HMGCS2",54
"REG4",0
"ADAM30",9
"NOTCH2",149
"TMPRSS4",8
"SCN4B",5
"SCN2B",6
"AMICA1",0
"MPZL3",2
"MPZL2",0
"CD3E",93
"CD3D",21
"CD3G",30
"UBE4A",0
"RP11-770J1.5",0
"ATP5L",0
"RP11-770J1.4",0
"KMT2A",78
"TTC36",17
"TMEM25",3
"IFT46",1
"ARCN1",6
"PHLDB1",8
"TREH",1
"SLC35F1",0
"CCDC93",0
"INSIG2",30
"EN1",29
"MARCO",6
"C1QL2",3
"STEAP3",0
"C2orf76",0
"DBI",3
"TMEM37",0
"SCTR",10
"CEP85L",1
"PLN",18
"MCM9",5
"ASF1A",7
"FAM184A",0
"MAN1A1",1
"TAOK3",43
"SUDS3",22
"KCND2",16
"SAMD12",3
"AC023590.1",0
"RHOXF2B",0
"RHOXF1",10
"RHOXF2",0
"ZBTB33",4
"TMEM255A",0
"ATP1B4",1
"LAMP2",11
"CUL4B",31
"MCTS1",1
"C1GALT1C1",7
"CT47B1",0
"CT47A12",0
"CT47A11",0
"CT47A10",0
"CT47A9",0
"CT47A8",0
"CT47A7",0
"CT47A5",0
"CT47A6",0
"CT47A4",0
"CT47A3",0
"CT47A1",0
"CT47A2",0
"GLUD2",3
"FAM72B",0
"FCGR1B",0
"TNFRSF11B",31
"COLEC10",25
"MAL2",6
"NOV",0
"ENPP2",21
"TAF2",12
"DSCC1",9
"DEPTOR",33
"SRRM4",3
"HSPB8",7
"CCDC60",0
"TMEM233",0
"PRKAB1",15
"CIT",18
"TSPAN12",15
"ING3",15
"CPED1",0
"MYOZ2",14
"RP11-455G16.1",0
"USP53",4
"C4orf3",0
"FABP2",0
"PDE5A",48
"WNT16",52
"FAM3C",0
"PTPRZ1",28
"GRIK4",5
"COL14A1",2
"MRPL13",0
"MTBP",25
"SNTB1",4
"MLEC",1
"UNC119B",0
"ACADS",0
"SPPL3",14
"AC079602.1",0
"HNF1A",18
"C12orf43",5
"OASL",22
"P2RX7",111
"P2RX4",78
"CAMKK2",28
"SORL1",72
"BLID",9
"UBASH3B",53
"TBC1D32",22
"GJA1",79
"HSF2",2
"SERINC1",3
"PKIB",40
"FABP7",1
"SMPDL3A",0
"CLVS2",0
"TRDN",6
"NKAIN2",0
"ANAPC5",21
"RNF34",23
"KDM2B",42
"ORAI1",23
"MORN3",0
"TMEM120B",1
"RHOF",6
"SETD1B",16
"HPD",0
"PSMD9",23
"RP11-87C12.2",0
"WDR66",0
"BCL7A",20
"MLXIP",2
"LRRC43",0
"IL31",0
"B3GNT4",0
"DIABLO",21
"RP11-512M8.5",0
"VPS33A",6
"TFCP2L1",12
"CLASP1",56
"PPAPDC1A",0
"C10orf85",0
"WDR11",3
"FGFR2",234
"HAS2",66
"ATE1",0
"NSMCE4A",8
"TACC2",8
"CADPS2",9
"RNF133",0
"RNF148",0
"TAS2R16",1
"SLC13A1",0
"IQUB",0
"NDUFA5",0
"ASB15",0
"LMOD2",11
"WASL",22
"HYAL4",1
"BTBD16",0
"PLEKHA1",45
"ZHX2",15
"DERL1",10
"TBC1D31",1
"FAM83A",4
"C8orf76",0
"ZHX1-C8ORF76",0
"ZHX1",1
"ATAD2",2
"GRAMD1B",4
"SCN3B",4
"ZNF202",2
"OR6X1",0
"OR6M1",0
"TMEM225",0
"OR8D4",0
"OR4D5",0
"OR6T1",0
"OR10S1",0
"OR10G6",0
"OR10G4",0
"OR10G9",0
"OR10G8",0
"OR10G7",0
"RNF217",6
"TPD52L1",28
"HDDC2",0
"WDYHV1",0
"FBXO32",17
"KLHL38",0
"ANXA13",0
"PITPNM2",2
"MPHOSPH9",2
"C12orf65",0
"CDK2AP1",6
"SBNO1",3
"SETD8",0
"RILPL2",2
"SNRNP35",0
"RILPL1",3
"TMED2",48
"DDX55",0
"EIF2B1",15
"GTF2H3",5
"TCTN2",0
"ATP6V0A2",11
"DNAH10",0
"CCDC92",1
"DNAH10OS",0
"FAM91A1",0
"FER1L6",0
"TMEM65",6
"TRMT12",1
"RNF139",6
"TATDN1",0
"NDUFB9",0
"MTSS1",26
"ZNF572",2
"SQLE",0
"KIAA0196",0
"NSMCE2",28
"ARMS2",2
"HTRA1",18
"DMBT1",0
"C10orf120",0
"CUZD1",1
"FAM24B",0
"GPR37",9
"POT1",26
"TRIB1",67
"HEY2",136
"NCOA7",11
"HINT3",0
"TRMT11",2
"GRM8",2
"DCAF12L2",0
"DCAF12L1",0
"CNTNAP5",0
"CXorf64",0
"CHEK1",45
"ACRV1",0
"PATE1",0
"PATE2",0
"PATE3",0
"PATE4",1
"HYLS1",0
"PUS3",1
"DDX25",4
"CDON",48
"RPUSD4",1
"FAM118B",0
"SRPR",0
"FOXRED1",0
"TIRAP",117
"RP11-712L6.5",0
"DCPS",3
"ST3GAL4",20
"KIRREL3",12
"AACS",16
"TMEM132B",0
"CHST15",4
"OAT",0
"NKX1-2",0
"LHPP",1
"RP11-12J10.3",0
"FAM53B",12
"METTL10",0
"FAM175B",0
"ZRANB1",6
"CTBP2",22
"ZNF800",5
"DENND1A",4
"LHX2",52
"NEK6",25
"PSMB7",0
"GPR144",0
"NR5A1",38
"NR6A1",6
"OLFML2A",0
"WDR38",1
"RPL35",1
"ARPC5L",6
"GOLGA1",0
"SCAI",12
"PPP6C",10
"RABEPK",0
"HSPA5",43
"GAPVD1",3
"CENPW",4
"RSPO3",29
"RNF146",7
"ECHDC1",0
"SOGA3",0
"KIAA0408",0
"C6orf58",0
"THEMIS",16
"FAM84B",0
"POU5F1B",0
"MYC",153
"TMEM75",0
"TEX36",0
"C10orf137",0
"MMP21",9
"UROS",2
"BCCIP",14
"DHX32",0
"FANK1",4
"ADAM12",9
"C10orf90",1
"GSDMC",0
"FAM49B",0
"ASAP1",3
"ADCY8",61
"MAPKAP1",26
"PTPRK",33
"LAMA2",17
"INTU",43
"SLC25A31",6
"HSPA4L",0
"HILPDA",7
"METTL2B",1
"FAM71F2",0
"FAM71F1",0
"CALU",0
"OPN1SW",9
"CCDC136",1
"FLNC",5
"ATP6V1F",2
"IRF5",16
"TNPO3",5
"TSPAN33",1
"SMO",225
"AHCYL2",0
"STRIP2",1
"SMKR1",0
"NRF1",2
"UBE2H",0
"ZC3HC1",12
"KLHDC10",9
"TMEM209",0
"SSMEM1",0
"CPA2",0
"CPA4",6
"CPA5",0
"CPA1",3
"CEP41",0
"ARHGAP18",10
"TMEM244",0
"L3MBTL3",24
"SAMD3",0
"TMEM200A",0
"SMLR1",0
"EPB41L2",4
"DOCK1",22
"FAM196A",0
"FLI1",9
"KCNJ1",0
"KCNJ5",4
"C11orf45",0
"TP53AIP1",0
"ARHGAP32",3
"NPS",9
"TMEM45B",0
"ENOX2",2
"RALGPS1",5
"ANGPTL2",0
"GARNL3",4
"SLC2A8",18
"ZNF79",2
"RPL12",2
"LRSAM1",16
"FAM129B",0
"STXBP1",66
"PTRH1",0
"C9orf117",0
"TTC16",0
"TOR2A",0
"SH2D3C",13
"CDK9",23
"FPGS",5
"ENG",107
"PTPRE",10
"MKI67",4
"MGMT",6
"AL355531.2",0
"TMEM132D",0
"RAB6C",6
"POTEF",5
"CCDC74B",0
"SMPD4",2
"MZT2B",0
"TUBA3E",3
"CCDC115",4
"IMP4",1
"PTPN18",3
"POTEI",5
"CFC1B",9
"AC013269.5",0
"AC140481.2",0
"CFC1",9
"POTEJ",5
"GPR148",0
"AMER3",6
"ARHGEF4",5
"MKLN1",6
"PODXL",29
"AKAP7",2
"EBF3",0
"GLRX3",13
"TCERG1L",1
"NTM",0
"OPCML",0
"SPATA19",0
"IGSF9B",0
"JAM3",48
"NCAPD3",10
"VPS26B",6
"THYN1",0
"ACAD8",0
"GLB1L3",1
"GLB1L2",1
"ARG1",63
"MED23",4
"ENPP3",23
"OR2A4",6
"CTAGE9",0
"ENPP1",62
"CTGF",0
"EFR3A",1
"OC90",4
"HHLA1",0
"KCNQ3",23
"PLXNA4",39
"AC009365.3",0
"CHCHD3",2
"EXOC4",14
"C2orf27A",0
"C2orf27B",0
"GPC4",7
"GPC3",104
"CCDC160",0
"PHF6",5
"HPRT1",10
"LRRC6",0
"TMEM71",0
"PHF20L1",11
"TG",10
"SLA",4
"WISP1",0
"STX7",11
"TAAR8",0
"TAAR6",0
"TAAR5",0
"TAAR2",0
"TAAR1",0
"VNN1",36
"VNN3",0
"VNN2",0
"SLC18B1",0
"RPS12",7
"EYA4",17
"TCF21",92
"TBPL1",6
"SLC2A12",5
"SGK1",30
"ALDH8A1",3
"HBS1L",4
"NDRG1",27
"ST3GAL1",20
"ZFAT",3
"KHDRBS3",0
"LRGUK",0
"SLC35B4",10
"AKR1B1",20
"PLAC1",1
"FAM122B",0
"FAM122C",0
"MOSPD1",0
"SMIM10",0
"FAM127C",0
"FAM127A",0
"FAM127B",0
"LAMC3",10
"AIF1L",3
"NUP214",10
"FAM78A",0
"PPAPDC3",0
"PRRC2B",0
"POMT1",4
"UCK1",0
"RAPGEF1",19
"LRRC27",11
"PWWP2B",5
"C10orf91",0
"INPP5A",0
"NKX6-2",30
"TTC40",0
"GPR123",0
"KNDC1",9
"UTF1",10
"VENTX",2
"ADAM8",118
"TUBGCP2",1
"ZNF511",0
"CALY",11
"PRAP1",44
"FUOM",3
"ECHS1",0
"MYB",105
"AHI1",56
"MED27",7
"EPHB1",59
"PPP2R3A",0
"MSL2",8
"PCCB",0
"STAG1",4
"MGAT5",11
"TMEM163",3
"ACMSD",3
"CCNT2",27
"MAP3K19",3
"PDE7B",1
"SLC13A4",0
"FAM180A",0
"MTPN",40
"AC015987.2",0
"LUZP6",0
"CHRM2",10
"PTN",97
"DGKI",10
"CREB3L2",7
"AKR1D1",2
"SLC35G2",0
"ARHGEF6",8
"RBMX",5
"GPR101",1
"ZIC3",62
"MTFR2",0
"BCLAF1",9
"MAP7",1
"MAP3K5",84
"PEX7",6
"SLC35D3",18
"IL20RA",14
"IL22RA2",14
"IFNGR1",18
"OLIG3",7
"TNFAIP3",123
"PERP",17
"KIAA1244",0
"PBOV1",0
"RP3-422G23.4",0
"HEBP2",0
"NHSL1",0
"CCDC28A",0
"ECT2L",0
"R3HDM1",0
"UBXN4",0
"LCT",2
"MCM6",4
"DARS",0
"CXCR4",97
"THSD7B",0
"IL20RB",65
"SOX14",5
"CLDN18",37
"DZIP1L",2
"A4GNT",4
"DBR1",0
"ARMC8",0
"NME9",0
"MRAS",8
"ESYT3",5
"CEP70",0
"FAIM",12
"PIK3CB",117
"TRIM24",40
"SVOPL",0
"FOXL2",62
"C3orf72",0
"PRR23A",0
"MRPS22",0
"PRR23B",0
"PRR23C",0
"REPS1",0
"ABRACL",0
"HECA",4
"TXLNB",0
"CITED2",151
"FAM135B",0
"COL22A1",0
"KCNK9",0
"TRAPPC9",4
"ATP11C",0
"CXorf66",0
"SLC7A11",47
"RBP1",2
"NMNAT3",0
"CLSTN2",10
"NMBR",5
"GJE1",8
"VTA1",2
"PURA",11
"IGIP",0
"CYSTM1",0
"PFDN1",0
"HBEGF",54
"SLC4A9",2
"ANKHD1",0
"ANKHD1-EIF4EBP3",0
"SRA1",7
"EIF4EBP3",0
"APBB3",9
"TBXAS1",4
"PARP12",0
"JHDM1D",0
"SLC37A3",1
"RAB19",6
"MKRN1",0
"DENND2A",0
"ADCK2",2
"NDUFB2",0
"BRAF",151
"NAA15",5
"RAB33B",18
"SETD7",15
"MGST2",6
"MAML3",4
"SCOC",8
"MRPS33",0
"TMEM178B",0
"AGK",1
"KIAA1147",0
"WEE2",15
"SSBP1",8
"TAS2R3",0
"TAS2R4",0
"TAS2R5",0
"PRSS37",3
"MGAM",3
"OR9A4",0
"CLEC5A",10
"TAS2R38",0
"RP11-1220K2.2",0
"PRSS58",0
"CLGN",0
"RP11-542P2.1",0
"ELMOD2",2
"UCP1",28
"RASA2",6
"RNF7",0
"GRK7",9
"ATP1B3",6
"CHRAC1",9
"AGO2",31
"PTK2",131
"DENND3",4
"SLC45A4",1
"TFDP2",6
"GK5",1
"LRP1B",1
"RP11-10J21.3",0
"GPR20",9
"GPR126",0
"SPANXN4",0
"PTP4A3",14
"AC138647.1",0
"TSNARE1",2
"BAI1",0
"ARC",21
"PSCA",4
"LY6K",2
"THEM6",0
"SLURP1",8
"LYPD2",0
"LYNX1",1
"LY6D",2
"GML",23
"CYP11B1",18
"CYP11B2",18
"TRPC1",8
"PCOLCE2",1
"PAQR9",0
"U2SURP",0
"CHST2",9
"SLC9A9",0
"IL15",89
"INPP4B",2
"USP38",10
"GAB1",30
"HIVEP2",0
"AIG1",0
"ADAT2",1
"AL031320.1",0
"PEX3",2
"FUCA2",4
"PHACTR2",0
"RP3-468K18.5",0
"LTV1",3
"ZC2HC1B",0
"PLAGL1",4
"SF3B5",2
"LY6E",5
"C8orf31",0
"RP11-520P18.5",0
"LY6H",2
"GPIHBP1",7
"ZFP41",0
"GLI4",0
"ZNF696",0
"TOP1MT",2
"STX11",4
"UTRN",10
"SMARCA5",33
"FREM3",0
"RHPN1",3
"MAFA",7
"ZC3H3",4
"GSDMD",9
"MROH6",0
"NAPRT1",0
"EEF1D",7
"TIGD5",0
"PYCRL",0
"TSTA3",0
"ZNF623",0
"EPM2A",10
"FBXO30",0
"SHPRH",3
"GRM1",9
"RAB32",6
"ADGB",0
"HFE2",0
"TXNIP",32
"POLR3GL",1
"ANKRD34A",3
"LIX1L",2
"RBM8A",5
"PEX11B",1
"ITGA10",6
"ANKRD35",0
"PIAS3",26
"NUDT17",1
"POLR3C",9
"RNF115",3
"CD160",63
"PDZK1",15
"GPR89A",7
"ADCK5",2
"CPSF1",0
"SLC39A4",7
"VPS28",17
"TONSL",5
"CYHR1",0
"KIFC2",2
"FOXH1",65
"PPP1R16A",0
"GPT",22
"MFSD3",0
"RECQL4",6
"LRRC14",14
"LRRC24",5
"C8orf82",0
"ARHGAP39",4
"ZNF251",1
"ZNF34",0
"RPL8",2
"ZNF517",0
"ZNF7",0
"COMMD5",0
"ZNF250",0
"ZNF16",24
"C8orf33",0
"PLOD2",4
"PLSCR4",6
"PLSCR2",0
"PLSCR1",41
"PLSCR5",0
"NBPF11",0
"NBPF12",0
"PRKAB2",14
"FMO5",4
"CHD1L",7
"BCL9",23
"ACP6",1
"GJA5",32
"GJA8",7
"GPR89B",4
"NBPF24",0
"BX842679.1",0
"STXBP5",18
"SAMD5",0
"CNTNAP2",21
"SASH1",49
"AFF2",3
"UST",10
"GYG1",9
"HLTF",9
"HPS3",0
"CP",0
"TM4SF18",0
"TM4SF1",1
"TM4SF4",2
"WWTR1",62
"TAB2",22
"SUMO4",15
"ZC3H12D",3
"PPIL4",0
"MAMLD1",8
"MTM1",26
"MTMR1",1
"CD99L2",15
"HMGB3",4
"FCGR1A",36
"HIST2H2BF",0
"HIST2H3D",0
"HIST2H4A",0
"HIST2H3C",0
"HIST2H2AA3",0
"HIST2H2AA4",0
"HIST2H3A",0
"HIST2H4B",0
"HIST2H2BE",0
"HIST2H2AC",0
"HIST2H2AB",0
"BOLA1",0
"SV2A",5
"SF3B4",0
"MTMR11",0
"OTUD7B",12
"VPS45",0
"PLEKHO1",7
"ANP32E",4
"CA14",0
"APH1A",15
"C1orf54",0
"C1orf51",0
"MRPS21",0
"PRPF3",1
"RPRD2",3
"TARS2",1
"ECM1",41
"ADAMTSL4",4
"AL356356.1",0
"ADAMTSL4-AS1",0
"MCL1",37
"ENSA",24
"GOLPH3L",8
"HORMAD1",12
"CTSS",27
"CTSK",41
"ARNT",73
"SETDB1",30
"CERS2",25
"ANXA9",0
"FAM63A",0
"PRUNE",0
"BNIPL",1
"C1orf56",0
"CDC42SE1",8
"MLLT11",10
"GABPB2",0
"SEMA6C",36
"TNFAIP8L2",19
"SCNM1",1
"LYSMD1",0
"TMOD4",7
"VPS72",14
"PIP5K1A",21
"PSMD4",2
"RP11-126K1.2",0
"ZNF687",0
"PI4KB",8
"RFX5",6
"LATS1",86
"NUP43",4
"PCMT1",2
"LRP11",10
"RAET1E",15
"RAET1G",21
"ULBP2",10
"ULBP1",10
"RAET1L",9
"ULBP3",10
"PPP1R14C",0
"IYD",2
"PLEKHG1",2
"SELENBP1",0
"PSMB4",9
"POGZ",3
"CGN",2
"TUFT1",4
"SNX27",4
"CELF3",2
"RIIAD1",0
"AL589765.1",0
"MRPL9",0
"OAZ3",10
"TDRKH",18
"LINGO4",5
"RORC",43
"C2CD4D",0
"THEM5",0
"THEM4",3
"S100A10",39
"S100A11",12
"MTHFD1L",16
"TMEM176B",8
"TMEM176A",8
"AOC1",16
"KCNH2",9
"NOS3",117
"ATG9B",6
"ABCB8",3
"ASIC3",6
"CDK5",122
"SLC4A2",60
"FASTK",5
"TMUB1",0
"AGAP3",12
"GBX1",8
"ASB10",0
"ABCF2",0
"CHPF2",0
"SMARCD3",93
"NUB1",8
"WDR86",0
"CRYGN",5
"RHEB",57
"PRKAG2",55
"GALNTL5",1
"GALNT11",9
"AKAP12",30
"ZBTB2",2
"RMND1",0
"C6orf211",0
"CCDC170",0
"ESR1",131
"SYNE1",26
"MYCT1",1
"VIP",29
"FBXO5",54
"MTRF1L",0
"RGS17",2
"AL590867.1",0
"MED12L",4
"P2RY14",0
"GPR87",0
"P2RY13",1
"P2RY12",68
"IGSF10",2
"TCHHL1",0
"TCHH",3
"RPTN",0
"NMUR2",9
"HRNR",4
"FLG",4
"FLG2",6
"CRNN",21
"LCE5A",3
"CRCT1",0
"LCE3E",3
"LCE3D",3
"LCE3C",3
"LCE3B",3
"LCE3A",3
"LCE2D",3
"LCE2B",3
"LCE2C",3
"LCE2A",3
"LCE4A",3
"C1orf68",0
"KPRP",0
"LCE1F",3
"LCE1E",3
"LCE1D",10
"LCE1C",3
"LCE1B",3
"LCE1A",3
"LCE6A",3
"SMCP",0
"IVL",7
"SPRR4",3
"SPRR1A",3
"SPRR3",5
"SPRR1B",3
"SPRR2D",3
"SPRR2A",2
"SPRR2B",3
"SPRR2E",3
"SPRR2F",3
"SPRR2G",3
"LELP1",0
"PRR9",0
"PET112",0
"RAP2B",31
"OPRM1",23
"IPCEF1",1
"CNKSR3",11
"SCAF8",5
"TIAM2",17
"LOR",0
"PGLYRP3",28
"PGLYRP4",1
"S100A9",53
"S100A12",39
"S100A8",53
"S100A7A",1
"S100A7L2",0
"S100A7",37
"S100A6",9
"S100A5",0
"S100A4",9
"S100A3",0
"S100A2",5
"S100A16",3
"S100A14",37
"S100A13",22
"S100A1",16
"CHTOP",5
"SNAPIN",21
"ILF2",0
"NPR1",22
"INTS3",18
"SLC27A3",0
"GATAD2B",15
"DENND4B",4
"CRTC2",11
"SLC39A1",12
"CREB3L4",2
"JTB",8
"RAB13",37
"RPS27",1
"NUP210L",0
"TPM3",1
"FMNL2",2
"PRPF40A",4
"ARL6IP6",0
"FBXW7",114
"TMEM154",0
"TIGD4",0
"ARFIP1",7
"FHDC1",2
"TRIM2",2
"MND1",2
"KIAA0922",0
"PLXNA3",41
"LAGE3",1
"UBL4A",1
"SLC10A3",1
"FAM3A",6
"G6PD",75
"IKBKG",36
"CTAG1A",0
"CTAG1B",0
"CTAG2",0
"GAB3",5
"DKC1",33
"MPP1",16
"SMIM9",0
"F8",6
"H2AFB1",0
"F8A1",3
"FUNDC2",10
"MTCP1",18
"CMC4",0
"BRCC3",43
"VBP1",0
"RAB39B",10
"CLIC2",8
"H2AFB2",0
"F8A2",3
"F8A3",3
"H2AFB3",0
"TMLHE",0
"C1orf189",0
"C1orf43",2
"UBAP2L",4
"HAX1",39
"AQP10",4
"ATP8B2",0
"IL6R",104
"SHE",3
"TDRD10",0
"UBE2Q1",7
"CHRNB2",59
"ADAR",44
"AL606500.1",0
"KCNN3",0
"PMVK",1
"PBXIP1",14
"PYGO2",21
"SHC1",39
"CKS1B",18
"FLAD1",0
"LENEP",5
"ZBTB7B",111
"DCST2",0
"DCST1",8
"ADAM15",42
"EFNA4",12
"EFNA3",24
"TLR2",99
"RNF175",0
"SFRP2",166
"DCHS2",4
"PLRG1",18
"FGB",63
"FGA",60
"FGG",65
"LRAT",8
"RBM46",13
"EFNA1",75
"SLC50A1",4
"DPM3",3
"KRTCAP2",1
"RP11-201K10.3",0
"TRIM46",21
"MUC1",42
"THBS3",15
"MTX1",5
"GBA",0
"FAM189B",0
"SCAMP3",2
"CLK2",20
"HCN3",2
"PKLR",22
"FDPS",0
"RUSC1",0
"ASH1L",33
"MSTO1",0
"YY1AP1",1
"DAP3",4
"GON4L",1
"SYT11",45
"RIT1",8
"KIAA0907",0
"RXFP4",0
"ARHGEF2",51
"SSR2",0
"UBQLN4",15
"SPRY3",27
"VAMP7",52
"IL9R",8
"PLCH1",1
"AC104472.1",0
"C3orf33",4
"SLC33A1",0
"NPY2R",7
"LAMTOR2",17
"RAB25",17
"MEX3A",0
"LMNA",59
"SEMA4A",71
"SLC25A44",4
"PMF1-BGLAP",0
"PMF1",4
"BGLAP",73
"PAQR6",0
"SMG5",21
"TMEM79",20
"C1orf85",0
"VHLL",0
"CCT3",25
"TSACC",0
"RHBG",0
"C1orf61",0
"NR4A2",48
"GPD2",2
"AC011308.1",0
"MEF2D",29
"IQGAP3",21
"TTC24",0
"APOA1BP",0
"GPATCH4",0
"HAPLN2",19
"BCAN",21
"NES",22
"CRABP2",35
"ISG20L2",0
"RRNAD1",0
"MRPL24",0
"HDGF",12
"PRCC",1
"SH2D2A",7
"NTRK1",90
"INSRR",28
"PEAR1",11
"LRRC71",0
"ARHGEF11",11
"ETV3L",0
"ETV3",5
"ARID1B",57
"ASIC5",0
"TDO2",1
"CTSO",0
"RP11-171N4.2",0
"PDGFC",48
"GLRB",1
"GRIA2",6
"FCRL5",1
"FCRL4",1
"FCRL3",56
"FCRL2",5
"FCRL1",1
"CD5L",2
"KIRREL",0
"CD1D",46
"VEPH1",11
"C3orf55",0
"SHOX2",81
"RSRC1",4
"CD1A",11
"CD1C",14
"CD1B",9
"CD1E",9
"OR10T2",0
"OR10K2",0
"OR10K1",0
"OR10R2",0
"OR6Y1",0
"ZDHHC14",0
"SNX9",27
"SYNJ2",4
"SERAC1",0
"GTF2H5",15
"TULP4",0
"UBLCP1",0
"IL12B",192
"ADRA1B",10
"TTC1",0
"PWWP2A",4
"FABP6",0
"CCNJL",14
"C1QTNF2",1
"C5orf54",0
"SLU7",4
"PTTG1",2
"TMEM181",0
"AL591025.1",0
"DYNLT1",10
"SYTL3",0
"EZR",62
"C6orf99",0
"ATP10B",0
"OR10J5",9
"APCS",29
"CRP",14
"DUSP23",0
"FCRL6",3
"SLAMF8",47
"C1orf204",0
"VSIG8",0
"RP11-190A12.7",0
"CCDC19",0
"AL590560.1",0
"TAGLN2",1
"IGSF9",5
"SLAMF9",5
"PIGM",0
"KCNJ10",16
"KCNJ9",0
"IGSF8",4
"ATP1A2",34
"ATP1A4",4
"CASQ1",16
"PEA15",16
"DCAF8",0
"PEX19",4
"COPA",2
"NCSTN",51
"NHLH1",2
"VANGL2",30
"SLAMF6",42
"CD84",49
"SLAMF1",109
"CD48",2
"SLAMF7",5
"LY9",30
"CD244",23
"ITLN1",15
"ITLN2",0
"F11R",52
"TSTD1",4
"USF1",38
"ARHGAP30",3
"AL591806.1",0
"PVRL4",0
"KLHDC9",0
"PFDN2",2
"NIT1",0
"DEDD",10
"UFC1",2
"USP21",5
"PPOX",0
"B4GALT3",1
"ADAMTS4",2
"NDUFS2",7
"FCER1G",57
"FNIP2",16
"C4orf45",0
"RAPGEF2",59
"PPM1L",1
"B3GALNT1",2
"NMD3",12
"SPTSSB",0
"OTOL1",4
"AL590714.1",0
"APOA2",34
"TOMM40L",0
"NR1I3",7
"PCP4L1",0
"MPZ",3
"SDHC",0
"C1orf192",0
"FCGR2A",0
"HSPA6",5
"FCGR3A",45
"FCGR2B",140
"FCGR3B",0
"FCRLA",0
"FCRLB",2
"DUSP12",10
"ATF6",24
"OLFML2B",0
"NOS1AP",21
"RP11-565P22.6",0
