"n_interactions","queryItem"
0,"MAB21L3"
0,"MAN1A2"
1,"NHLH2"
0,"PTGFRN"
0,"SLC22A15"
0,"TRIM45"
4,"TTF2"
5,"VTCN1"
3,"SP3"
1,"COL16A1"
0,"FABP3"
0,"GPN2"
0,"HCRTR1"
0,"NKAIN1"
0,"PEF1"
0,"PUM1"
0,"SERINC2"
19,"SFN"
2,"SNRNP40"
0,"TINAGL1"
0,"ZCCHC17"
0,"ZDHHC18"
0,"ATP6V0A2"
0,"BTBD11"
0,"CCDC92"
0,"EIF2B1"
3,"GTF2H3"
1,"RBM19"
0,"SLC15A4"
0,"TCTN2"
0,"USP30"
0,"ZNF664"
1,"AHCYL1"
0,"ALX3"
0,"AMIGO1"
2,"AMPD2"
0,"ANKRD13C"
1,"ATXN7L2"
24,"CSF1"
0,"CTH"
0,"CTTNBP2NL"
0,"CYB561D1"
0,"EPS8L3"
18,"GNAI3"
1,"GNAT2"
0,"GPR61"
0,"GSTM1"
0,"GSTM2"
0,"GSTM3"
0,"GSTM4"
0,"GSTM5"
0,"HHLA3"
0,"MYBPHL"
1,"PSMA5"
3,"PTGER3"
4,"SORT1"
0,"ST7L"
0,"STRIP1"
0,"SYPL2"
3,"WNT2B"
0,"CNTNAP1"
8,"EZH1"
31,"AKT3"
0,"B3GALNT2"
2,"OBSCN"
1,"RNF187"
0,"SDCCAG8"
0,"TBCE"
0,"TRIM11"
1,"TRIM17"
0,"ATP10A"
0,"CHL1"
0,"TM2D1"
0,"GRID1"
0,"ZFAND4"
0,"ACOT9"
0,"AMELX"
0,"APOO"
14,"ARAF"
1,"ARHGAP6"
0,"CFP"
3,"CNKSR2"
0,"CXorf58"
2,"DDX53"
2,"EIF2S3"
0,"GYG2"
0,"HCCS"
0,"KLHL15"
0,"KLHL34"
0,"NLGN4X"
2,"PCYT1B"
2,"PDK3"
1,"PHEX"
3,"POLA1"
0,"PRDX4"
1,"PRKX"
0,"PTCHD1"
1,"SAT1"
0,"SMS"
2,"STS"
0,"SYN1"
6,"TIMP1"
0,"XG"
3,"ZFX"
0,"C21orf58"
2,"COL6A1"
2,"COL6A2"
1,"DIP2A"
2,"FTCD"
1,"LSS"
2,"MCM3AP"
0,"PCBP3"
1,"PCNT"
0,"PRMT2"
4,"S100B"
0,"SPATC1L"
0,"YBEY"
0,"GALNT18"
3,"CDC7"
7,"GFI1"
3,"GLMN"
0,"RPAP2"
1,"IDE"
1,"TCERG1L"
0,"ANGPTL3"
0,"C1orf87"
1,"CRYZ"
0,"CYP2J2"
0,"FPGT"
0,"FPGT-TNNI3K"
0,"HOOK1"
0,"LHX8"
0,"LRRIQ3"
0,"NEGR1"
0,"TNNI3K"
0,"TYW3"
1,"ZRANB2"
0,"COG3"
0,"COG6"
0,"DNAJC15"
0,"ENOX1"
0,"GPALPP1"
0,"LACC1"
3,"NUFIP1"
0,"SERP2"
0,"SLC25A30"
0,"SMIM2"
7,"TPT1"
0,"TSC22D1"
0,"B3GAT2"
3,"APLNR"
0,"BTBD18"
19,"CTNND1"
0,"LRRC55"
2,"MED19"
0,"OR5AK2"
0,"OR6Q1"
0,"OR9I1"
0,"OR9Q1"
0,"TMX2"
0,"ZDHHC5"
0,"ATRNL1"
2,"BCCIP"
0,"DHX32"
0,"TEX36"
1,"UROS"
0,"XRCC4"
0,"FAM133A"
0,"NAP1L3"
0,"AGMO"
0,"TMEM196"
0,"CLDN20"
0,"SCAF8"
0,"TFB1M"
0,"TIAM2"
1,"ARHGEF10"
0,"CLN8"
3,"CNOT7"
28,"FGF20"
0,"KBTBD11"
0,"MICU3"
3,"MYOM2"
0,"OR4F21"
0,"VPS37A"
0,"ZDHHC2"
0,"ZNF596"
0,"AIDA"
14,"ATF3"
0,"C1orf100"
0,"C1orf74"
2,"CAMK1G"
0,"CEP170"
0,"CFH"
0,"CFHR1"
0,"CFHR2"
0,"CFHR3"
0,"CFHR4"
0,"CFHR5"
0,"CNST"
0,"COX20"
0,"CRB1"
1,"DENND1B"
0,"DESI2"
0,"EFCAB2"
0,"F13B"
0,"FAM71A"
1,"G0S2"
12,"HNRNPU"
1,"IRF6"
5,"KIF14"
0,"LAMB3"
0,"NENF"
0,"SERTAD4"
0,"SYT14"
0,"TFB2M"
0,"TRAF3IP3"
0,"YOD1"
0,"ZBTB18"
0,"ZNF124"
0,"ZNF496"
0,"ZNF669"
0,"ABCB5"
1,"PNOC"
0,"CCSER1"
0,"MMRN1"
5,"SNCA"
0,"STPG2"
2,"UNC5C"
0,"OR5D13"
0,"OR5D14"
0,"OR5D16"
0,"OR5D18"
0,"OR5L1"
1,"OR5L2"
0,"TRIM51"
0,"FAM120C"
0,"WNK3"
4,"DCP1A"
0,"GLT8D1"
3,"GNL3"
0,"ITIH1"
0,"ITIH3"
1,"ITIH4"
0,"MUSTN1"
0,"NEK4"
8,"PBRM1"
23,"PRKCD"
0,"RFT1"
1,"SFMBT1"
0,"SMIM4"
0,"SPCS1"
1,"TKT"
0,"LRIG2"
0,"CCDC179"
0,"GAS2"
0,"SVIP"
0,"CBWD2"
0,"CHRDL1"
1,"COL4A5"
1,"CAMKK2"
0,"CAPNS2"
0,"CES1"
0,"LPCAT2"
18,"MMP2"
0,"SLC6A2"
0,"PNPO"
0,"PRR15L"
0,"SP2"
2,"IPO9"
0,"LMOD1"
0,"SHISA4"
0,"TIMM17A"
0,"SLC6A16"
0,"CNIH4"
1,"NVL"
0,"WDR26"
0,"ADAL"
0,"LCMT2"
0,"TGM7"
0,"TUBGCP4"
0,"ZSCAN29"
0,"CAB39L"
0,"NAF1"
1,"NPY1R"
0,"NPY5R"
0,"TKTL2"
0,"TMA16"
0,"C1orf146"
0,"A1CF"
0,"ASAH2B"
0,"PCDH15"
0,"SGMS1"
6,"ZWINT"
1,"DEPDC1B"
0,"ELOVL7"
3,"ERCC8"
0,"GAPT"
1,"NDUFAF2"
2,"PLK2"
0,"SMIM15"
1,"CMPK2"
0,"RNF144A"
0,"RSAD2"
0,"NECAB2"
3,"LGALS9B"
20,"APP"
1,"GABPA"
0,"JAM2"
0,"MRPL39"
0,"AMY1A"
1,"AMY1B"
0,"AMY1C"
1,"AMY2A"
11,"BCL10"
0,"C1orf52"
0,"DDAH1"
40,"JAK1"
12,"LEPR"
0,"LEPROT"
0,"MCOLN2"
0,"PGM1"
0,"RAVER2"
2,"AP2A2"
0,"ZNF443"
0,"ZNF709"
0,"ZNF799"
0,"CC2D2A"
0,"FRMD3"
1,"ABR"
0,"TIMM22"
0,"SYNPO2"
3,"CLP1"
0,"OR5AP2"
0,"OR5AR1"
0,"OR5B17"
0,"OR5T1"
0,"OR5T2"
0,"OR5T3"
0,"OR8H1"
0,"OR8K3"
0,"OR9G1"
0,"OR9G4"
0,"SERPING1"
0,"YPEL4"
0,"NSUN5"
2,"POM121"
0,"TRIM50"
0,"TRIM74"
0,"CYLC2"
0,"ABCC5"
0,"CHRD"
6,"DVL3"
3,"EPHB3"
0,"HTR3C"
0,"HTR3D"
0,"HTR3E"
0,"KLHL24"
0,"MAGEF1"
0,"MAP6D1"
0,"PARL"
0,"PEX5L"
10,"THPO"
0,"TTC14"
1,"USP13"
5,"YEATS2"
0,"DENR"
0,"COL17A1"
1,"GSTO1"
0,"GSTO2"
0,"ITPRIP"
0,"SFR1"
0,"SLK"
0,"SORCS3"
0,"LZTS1"
0,"MTMR7"
7,"MTUS1"
0,"PDGFRL"
0,"SLC7A2"
0,"ARSD"
0,"CA5B"
0,"MID1"
0,"SHROOM2"
0,"WWC3"
7,"ZRSR2"
0,"ADAM28"
2,"FHIT"
0,"FAM114A2"
3,"GRIA1"
0,"MFAP3"
0,"MYOZ3"
0,"PRELID2"
3,"RBM22"
0,"ALG11"
1,"ALOX5AP"
0,"ARL11"
0,"ATP7B"
0,"CCDC70"
0,"CDADC1"
2,"CKAP2"
0,"CPB2"
2,"CYSLTR2"
0,"DHRS12"
0,"DLEU7"
0,"EBPL"
6,"EDNRB"
0,"ESD"
0,"FAM124A"
0,"FNDC3A"
0,"FREM2"
0,"HNRNPA1L2"
5,"HTR2A"
1,"INTS6"
0,"ITM2B"
0,"KCNRG"
1,"LCP1"
3,"LPAR6"
0,"LRCH1"
3,"MED4"
0,"MLNR"
1,"NDFIP2"
0,"NEK3"
0,"NEK5"
0,"NHLRC3"
0,"NUDT15"
2,"OLFM4"
0,"PCDH17"
0,"PCDH20"
0,"PCDH8"
0,"PHF11"
1,"POU4F1"
0,"PROSER1"
0,"PRR20A"
0,"PRR20B"
0,"PRR20C"
0,"PRR20D"
0,"PRR20E"
30,"RB1"
0,"RBM26"
0,"RCBTB1"
0,"RCBTB2"
1,"RNASEH2B"
0,"SERPINE3"
1,"SETDB2"
7,"SPRY2"
0,"SPRYD7"
0,"STOML3"
2,"SUCLA2"
1,"SUGT1"
0,"THSD1"
0,"TRIM13"
0,"UFM1"
0,"USPL1"
0,"UTP14C"
1,"VPS36"
0,"WDFY2"
1,"ZC3H13"
0,"AMN"
1,"BAG5"
0,"BRF1"
0,"BTBD6"
1,"CDC42BPB"
0,"CKB"
1,"CRIP1"
0,"CRIP2"
4,"JAG2"
4,"KLC1"
0,"MARK3"
14,"MTA1"
0,"TEX22"
0,"TMEM121"
0,"TRMT61A"
2,"XRCC3"
0,"ZFYVE21"
5,"PPP2R5C"
0,"KCNE4"
1,"EXTL3"
1,"CATSPER1"
0,"NKIRAS2"
0,"GORAB"
0,"KIFAP3"
0,"SCYL3"
1,"ALAS2"
0,"APEX2"
0,"FAM104B"
1,"FGD1"
2,"FOXR2"
1,"GNL3L"
0,"KLF8"
0,"MAGEH1"
0,"PAGE2"
0,"PAGE2B"
0,"PAGE3"
0,"PAGE5"
5,"RRAGB"
0,"TSR2"
3,"USP51"
1,"COL4A6"
2,"GRIA3"
0,"ANHX"
0,"CHFR"
0,"GOLGA3"
1,"ZNF10"
0,"ZNF140"
0,"ZNF26"
0,"ZNF268"
0,"ZNF605"
0,"ZNF84"
0,"ZNF891"
1,"CDKL5"
0,"PHKA2"
0,"PPEF1"
0,"RS1"
1,"BMP1"
3,"DOK2"
30,"FGF17"
2,"GFRA2"
0,"HR"
0,"LGI3"
1,"NPM2"
0,"NUDT18"
0,"PHYHIP"
3,"PIWIL2"
0,"POLR3D"
0,"REEP4"
1,"SFTPC"
0,"SLC39A14"
1,"XPO7"
9,"BNIP3"
0,"EBF3"
0,"GLRX3"
6,"MGMT"
5,"PPP2R2D"
1,"ARID3B"
0,"CLK3"
0,"CORO2B"
0,"CPLX3"
11,"CSK"
4,"CYP1A1"
1,"CYP1A2"
4,"EDC3"
0,"LMAN1L"
1,"MPI"
0,"SCAMP2"
1,"ULK3"
1,"AHSP"
0,"ARMC5"
0,"COX6A2"
0,"ITGAD"
12,"ITGAX"
1,"SLC5A2"
1,"TGFB1I1"
0,"ZNF843"
0,"SEMA3D"
0,"SYPL1"
0,"AKNA"
0,"ALAD"
0,"AMBP"
0,"ATP6V1G1"
0,"BSPRY"
0,"C9orf43"
1,"CDC26"
0,"COL27A1"
0,"DNAJC25"
0,"DNAJC25-GNG10"
5,"GNG10"
0,"HDHD3"
2,"HSDL2"
0,"KIF12"
0,"ORM1"
0,"ORM2"
3,"POLE3"
3,"PRPF4"
0,"PTBP3"
0,"PTGR1"
2,"RGS3"
0,"RNF183"
0,"SUSD1"
0,"TNC"
0,"TNFSF15"
0,"TNFSF8"
0,"UGCG"
1,"WDR31"
0,"ZNF483"
0,"ZNF618"
2,"GPC4"
0,"ASB7"
0,"CA12"
0,"CSNK1G1"
2,"DAPK2"
0,"ETFA"
1,"ISL2"
5,"NRG4"
2,"PPIB"
1,"SNX1"
0,"SNX22"
4,"CD7"
0,"C18orf32"
2,"RPL17"
2,"RPL17-C18orf32"
0,"FAM78B"
0,"CCDC43"
4,"FZD2"
0,"ALDH9A1"
2,"ASH1L"
0,"CLK2"
1,"DAP3"
0,"ETV3L"
0,"FAM189B"
2,"FCRL3"
1,"FDPS"
0,"GBA"
0,"GON4L"
0,"HCN3"
0,"MSTO1"
0,"MTX1"
1,"PKLR"
0,"RUSC1"
0,"SCAMP3"
1,"YY1AP1"
7,"AMBRA1"
0,"ARFGAP2"
5,"ARHGAP1"
6,"ATG13"
0,"C11orf49"
0,"C1QTNF4"
1,"CELF1"
1,"CHRM4"
2,"CKAP5"
6,"DDB2"
2,"F2"
0,"FAM180B"
0,"HARBI1"
0,"KBTBD4"
0,"LRP4"
1,"MADD"
2,"MDK"
1,"NDUFS3"
2,"NR1H3"
0,"PACSIN3"
3,"PSMC3"
0,"PTPMT1"
2,"RAPSN"
0,"SLC39A13"
26,"SPI1"
0,"ZNF408"
1,"ANAPC7"
2,"ARPC3"
2,"ATP2A2"
0,"FAM216A"
1,"FAM222A"
0,"GLTP"
0,"GPN3"
0,"HVCN1"
0,"KCTD10"
1,"MMAB"
1,"MVK"
0,"PPTC7"
0,"RAD9B"
0,"TCTN1"
2,"TRPV4"
0,"UBE3B"
0,"VPS29"
1,"ACTR3B"
0,"AGAP3"
0,"AOC1"
0,"ASB10"
0,"ASIC3"
12,"CDK5"
1,"CRYGN"
0,"FASTK"
0,"GALNT11"
0,"GALNTL5"
0,"GBX1"
0,"GIMAP1"
0,"GIMAP2"
1,"GIMAP5"
3,"KCNH2"
14,"KMT2C"
9,"NOS3"
0,"NUB1"
0,"SLC4A2"
0,"TMEM176A"
0,"TMEM176B"
0,"TMUB1"
0,"WDR86"
0,"XRCC2"
0,"CRMP1"
0,"CYTL1"
1,"EVC"
1,"EVC2"
1,"JAKMIP1"
0,"KIAA0232"
0,"LYAR"
4,"MSX1"
0,"STK32B"
1,"WFS1"
0,"ZBTB49"
5,"ANLN"
0,"DPY19L1"
0,"EEPD1"
0,"HERPUD2"
0,"KIAA0895"
2,"NPSR1"
1,"TBX20"
0,"PRSS54"
3,"DDX10"
1,"CHTF8"
0,"CLEC18A"
0,"COG8"
0,"HAS3"
1,"NFAT5"
1,"NIP7"
0,"NOB1"
4,"NQO1"
1,"PDF"
0,"SMPD3"
0,"SNTB2"
1,"TERF2"
0,"TMED6"
0,"VPS4A"
2,"WWP2"
0,"ZFP90"
0,"ADAM33"
3,"ADRA1D"
11,"ANGPT4"
0,"AP5S1"
0,"ATRN"
1,"AVP"
11,"BMP2"
0,"C20orf202"
0,"C20orf27"
0,"C20orf96"
2,"CDC25B"
1,"CENPB"
1,"CHGB"
0,"CRLS1"
8,"CSNK2A1"
0,"DEFB125"
0,"DEFB126"
0,"DEFB127"
0,"DEFB128"
0,"DEFB132"
0,"FAM110A"
0,"FERMT1"
10,"FKBP1A"
1,"GFRA4"
0,"GPCPD1"
1,"HAO1"
0,"HSPA12B"
2,"IDH3B"
0,"LRRN4"
7,"MAVS"
0,"MCM8"
2,"NOP56"
0,"NRSN2"
1,"OXT"
0,"PANK2"
0,"PDYN"
1,"PROKR2"
1,"RAD21L1"
5,"RBCK1"
0,"RNF24"
2,"RSPO4"
0,"SCRT2"
0,"SDCBP2"
1,"SIGLEC1"
7,"SIRPA"
0,"SLC52A3"
0,"SMOX"
0,"SNPH"
0,"SOX12"
0,"SPEF1"
1,"SRXN1"
1,"TBC1D20"
1,"TCF15"
0,"TMEM74B"
8,"TRIB3"
0,"TRMT6"
0,"ZCCHC3"
2,"CXCL14"
13,"IL9"
0,"LECT2"
0,"NEUROG1"
8,"SMAD5"
0,"SPOCK1"
1,"TGFBI"
0,"TIFAB"
1,"MYH2"
0,"MYH4"
0,"SCO1"
7,"CTNNA2"
0,"EVA1A"
7,"MEIS1"
1,"MRPL19"
3,"TACR1"
0,"CAPG"
3,"CCT7"
0,"EGR4"
0,"ELMOD3"
0,"EMX1"
0,"EN1"
0,"EXOC6B"
0,"FBXO41"
4,"GLI2"
1,"LRRTM4"
0,"MARCO"
0,"PRADC1"
0,"RAB11FIP5"
0,"RETSAT"
0,"SFXN5"
0,"SH2D6"
0,"SMYD5"
0,"SPR"
0,"TFCP2L1"
0,"ABCA7"
3,"ARID3A"
1,"CNN2"
1,"GPX4"
0,"GRIN3B"
6,"KISS1R"
5,"MBD3"
3,"MED16"
1,"MEX3D"
0,"PLK5"
5,"POLR2E"
0,"R3HDM4"
0,"SBNO2"
21,"TCF3"
0,"TMEM259"
0,"UQCR11"
0,"WDR18"
0,"CTAG1A"
1,"CTAG1B"
1,"CTAG2"
2,"DKC1"
0,"F8A1"
5,"GAB3"
0,"MPP1"
2,"NXF2"
2,"NXF2B"
1,"DCAF4L1"
3,"PHOX2B"
0,"TMEM33"
0,"RAI1"
0,"LIMCH1"
0,"CAMSAP2"
0,"DDX59"
0,"MT1HL1"
2,"MTR"
0,"ZP4"
0,"TPGS2"
0,"KRTAP8-1"
0,"ABCG4"
0,"ARCN1"
11,"ARHGEF12"
4,"BCL9L"
0,"C1QTNF5"
0,"C2CD2L"
51,"CBL"
8,"CD3D"
10,"CD3E"
7,"CD3G"
0,"CEP164"
11,"CXCR5"
4,"DDX6"
0,"DPAGT1"
0,"DSCAML1"
2,"FOXR1"
3,"FXYD2"
0,"FXYD6"
0,"FXYD6-FXYD2"
0,"GRIK4"
0,"HINFP"
1,"HMBS"
3,"HYOU1"
0,"IFT46"
12,"IL10RA"
27,"KMT2A"
1,"MCAM"
0,"MFRP"
0,"MPZL2"
0,"MPZL3"
1,"NLRX1"
0,"OAF"
0,"PDZD3"
0,"PHLDB1"
0,"POU2F3"
0,"RNF26"
3,"RPS25"
0,"SCN2B"
2,"SCN4B"
9,"THY1"
0,"TMEM25"
0,"TMPRSS13"
0,"TMPRSS4"
0,"TRAPPC4"
1,"TREH"
0,"TRIM29"
0,"TTC36"
0,"UBE4A"
0,"UPK2"
2,"USP2"
0,"VPS11"
1,"ACVR1"
1,"ACVR1C"
0,"CYTIP"
0,"LIMS3"
0,"MALL"
0,"NPHP1"
1,"RGPD5"
1,"UPP2"
2,"GRIA4"
1,"INHBA"
2,"ITGB8"
0,"MEOX2"
0,"NDUFA4"
0,"PHF14"
0,"SP8"
0,"ELAVL4"
0,"ADAM11"
7,"EFTUD2"
0,"FAM171A2"
0,"GJC1"
0,"GPATCH8"
1,"GRN"
0,"HIGD1B"
8,"ITGA2B"
0,"RUNDC3A"
0,"SLC25A39"
1,"ACRV1"
0,"BLID"
2,"CDON"
17,"CHEK1"
0,"CLMP"
0,"CRTAM"
1,"DCPS"
1,"DDX25"
0,"EI24"
0,"ESAM"
0,"FAM118B"
0,"FEZ1"
1,"FOXRED1"
0,"GRAMD1B"
0,"HEPACAM"
0,"HEPN1"
16,"HSPA8"
0,"HYLS1"
0,"KIRREL3"
0,"MSANTD2"
0,"NRGN"
0,"OR10D3"
0,"OR10G4"
0,"OR10G6"
0,"OR10G7"
0,"OR10G8"
0,"OR10G9"
0,"OR10S1"
0,"OR4D5"
0,"OR6M1"
0,"OR6T1"
0,"OR6X1"
0,"OR8A1"
0,"OR8B12"
0,"OR8B2"
0,"OR8B3"
0,"OR8B4"
0,"OR8B8"
0,"OR8D1"
0,"OR8D2"
0,"OR8D4"
0,"OR8G5"
0,"PANX3"
0,"PATE1"
0,"PATE2"
0,"PATE3"
0,"PATE4"
20,"PDGFD"
1,"PKNOX2"
0,"PUS3"
2,"ROBO3"
0,"ROBO4"
0,"RPUSD4"
0,"SCN3B"
0,"SIAE"
0,"SLC37A2"
0,"SPA17"
0,"ST3GAL4"
0,"STT3A"
0,"TBCEL"
0,"TBRG1"
3,"TIRAP"
0,"TMEM218"
0,"TMEM225"
3,"UBASH3B"
0,"VSIG2"
0,"VWA5A"
0,"ZNF202"
1,"BACE2"
0,"C2CD2"
0,"FAM3B"
3,"MX1"
0,"MX2"
0,"PRDM15"
0,"RIPK4"
0,"SLC37A1"
6,"TMPRSS2"
0,"UMODL1"
0,"WDR4"
0,"ZBTB21"
2,"C5"
0,"CAMSAP1"
2,"CDK5RAP2"
1,"CNTRL"
3,"DAB2IP"
0,"FBXW2"
0,"GLT6D1"
3,"GSN"
0,"KCNT1"
0,"LCN9"
1,"LHX6"
0,"MEGF9"
0,"MORN5"
1,"MRRF"
0,"NACC2"
1,"NDUFA8"
0,"OR1B1"
0,"OR1J1"
0,"OR1J2"
0,"OR1J4"
0,"OR1K1"
0,"OR1L1"
0,"OR1L3"
0,"OR1L4"
0,"OR1L6"
0,"OR1L8"
0,"OR1N1"
0,"OR1N2"
0,"OR1Q1"
0,"OR5C1"
1,"PDCL"
5,"PHF19"
1,"PSMD5"
0,"PTGS1"
0,"RAB14"
0,"RBM18"
0,"RC3H2"
0,"SOHLH1"
0,"STOM"
5,"TRAF1"
0,"TTLL11"
0,"UBAC1"
0,"ZBTB26"
0,"ZBTB6"
0,"ACSL4"
0,"AFF2"
0,"AMMECR1"
14,"ATRX"
0,"CAPN6"
1,"DCX"
0,"FRMPD4"
0,"GUCY2F"
1,"NXT2"
6,"PAK3"
0,"TMEM164"
2,"TSC22D3"
2,"NAMPT"
0,"ABCB11"
0,"ACOXL"
0,"B3GALT1"
18,"BCL2L11"
9,"BUB1"
0,"CERS6"
0,"CHCHD5"
2,"CKAP2L"
0,"FOXD4L1"
2,"G6PC2"
1,"GLS"
13,"IL1A"
32,"IL1B"
1,"IL1F10"
1,"IL1RN"
0,"IL36A"
0,"IL36B"
0,"IL36G"
0,"IL36RN"
0,"IL37"
2,"ITGA6"
0,"NABP1"
1,"NOSTRIN"
0,"NT5DC4"
11,"PAX8"
4,"PDK1"
1,"PMS1"
1,"POLR1B"
0,"PSD4"
1,"RGPD3"
1,"RGPD6"
0,"RGPD8"
1,"SCN7A"
0,"SLC20A1"
1,"SPC25"
0,"ST6GAL2"
53,"STAT1"
13,"STAT4"
0,"STK39"
0,"TTL"
0,"XIRP2"
0,"ZC3H6"
0,"GPBP1"
2,"MIER3"
0,"B3GALT4"
12,"BRD2"
1,"COL11A2"
16,"DAXX"
2,"HLA-DMA"
1,"HLA-DMB"
2,"HLA-DOA"
1,"HLA-DPA1"
1,"HLA-DPB1"
2,"HSD17B8"
0,"PFDN6"
1,"PSMB9"
5,"RGL2"
11,"RING1"
3,"RPS18"
5,"RXRB"
0,"SLC39A7"
1,"TAP1"
1,"TAPBP"
0,"VPS52"
1,"WDR46"
0,"ZBTB22"
0,"FBXO25"
0,"TDRP"
0,"PRR26"
0,"DUSP22"
0,"EXOC2"
0,"HUS1B"
0,"FOXQ1"
0,"FOXF2"
2,"FOXC1"
0,"GMDS"
0,"ZNF732"
0,"ZNF141"
0,"ZNF721"
0,"PIGG"
1,"PDE6B"
0,"ATP5I"
0,"MYL5"
0,"MFSD7"
0,"CRIPAK"
0,"NKX1-1"
0,"FAM53A"
2,"SLBP"
0,"TMEM129"
8,"TACC3"
35,"FGFR3"
1,"LETM1"
11,"WHSC1"
3,"NELFA"
0,"C4orf48"
0,"PLCXD1"
2,"NAT8L"
0,"POLN"
2,"MUC6"
2,"MUC2"
2,"MUC5AC"
2,"MUC5B"
2,"TOLLIP"
0,"HMHA1"
16,"STK11"
0,"C19orf26"
2,"ATP5D"
0,"MIDN"
0,"CIRBP"
0,"C19orf24"
13,"MUM1"
13,"EFNA2"
1,"NDUFS7"
0,"GAMT"
2,"DAZAP1"
3,"RPS15"
6,"APC2"
0,"C19orf25"
0,"PCSK4"
0,"REEP6"
0,"ADAMTSL5"
0,"ONECUT3"
0,"ATP8B3"
0,"REXO1"
0,"TUSC5"
17,"YWHAE"
43,"CRK"
2,"MYO1C"
1,"INPP5K"
1,"PITPNA"
0,"SLC43A2"
1,"SCARF1"
0,"RILP"
3,"PRPF8"
0,"TLCD2"
0,"WDR81"
0,"SERPINF2"
1,"SERPINF1"
0,"SMYD4"
6,"RPA1"
0,"RTN4RL1"
0,"DPH1"
0,"OVCA2"
2,"HIC1"
0,"SRR"
0,"TSR1"
1,"SGSM2"
1,"CDK11A"
0,"SLC35E2"
2,"NADK"
23,"GNB1"
21,"CALML6"
0,"TMEM52"
0,"C1orf222"
1,"GABRD"
21,"PRKCZ"
0,"C1orf86"
0,"SKI"
0,"MORN1"
1,"KIAA0020"
1,"MYLK4"
0,"SMCHD1"
0,"TSSC1"
0,"ADI1"
2,"RNASEH1"
3,"RPS7"
0,"COLEC11"
1,"ALLC"
0,"DCDC2C"
0,"CSMD1"
0,"FTSJ2"
0,"ARSE"
0,"C18orf42"
0,"ZBTB14"
0,"MXRA5"
0,"C20orf194"
0,"SLC22A23"
0,"PXDC1"
0,"FAM50B"
4,"PRPF4B"
0,"FAM217A"
0,"C6orf201"
0,"ECI2"
4,"CDYL"
2,"RPP40"
0,"PPP1R3G"
20,"MAP2K2"
8,"CREB3L3"
8,"SIRT6"
0,"ANKRD24"
2,"EBI3"
1,"CCDC94"
0,"SHD"
1,"TMIGD2"
0,"FSD1"
5,"STAP2"
1,"MPND"
3,"HDGFRP2"
0,"PLIN4"
0,"PLIN5"
0,"KIAA2026"
0,"TMEM200C"
0,"L3MBTL4"
0,"ARHGAP28"
0,"C20orf196"
0,"FAM208B"
1,"FBXO18"
0,"VCX3A"
1,"LAMA1"
0,"NRN1"
0,"RNASEK"
0,"RNASEK-C17orf49"
2,"C17orf49"
2,"BCL6B"
0,"SLC16A13"
0,"SLC16A11"
0,"CLEC10A"
0,"ASGR2"
0,"ASGR1"
10,"DLG4"
1,"ACADVL"
10,"DVL2"
2,"PHF23"
4,"GABARAP"
0,"CTDNEP1"
0,"ELP5"
1,"CLDN7"
7,"SLC2A4"
0,"YBX2"
1,"EIF5A"
1,"GPS2"
0,"NEURL4"
1,"ACAP1"
0,"KCTD11"
0,"TMEM95"
0,"TNK1"
0,"TMEM256"
0,"NLGN2"
0,"SPEM1"
0,"C17orf74"
0,"TMEM102"
2,"FGF11"
0,"CHRNB1"
0,"ZBTB4"
0,"SLC35G6"
17,"POLR2A"
5,"TNFSF12"
0,"TNFSF12-TNFSF13"
4,"TNFSF13"
4,"SENP3"
3,"EIF4A1"
6,"CD68"
0,"MPDU1"
0,"SOX15"
4,"FXR2"
3,"SHBG"
1,"SAT2"
3,"ATP1B2"
136,"TP53"
2,"WRAP53"
3,"EFNB3"
0,"DNAH2"
10,"KDM6B"
0,"TMEM88"
0,"LSMD1"
0,"CYB5D1"
13,"CHD3"
0,"KCNAB3"
0,"TRAPPC1"
0,"CNTROB"
1,"GUCY2D"
0,"ALOX15B"
0,"ALOX12B"
0,"ALOXE3"
0,"HES7"
2,"PER1"
0,"VAMP2"
0,"TMEM107"
0,"C17orf59"
10,"AURKB"
1,"CTC1"
0,"PFAS"
0,"LRRC30"
1,"HDHD1"
0,"VCX"
0,"PNPLA4"
0,"VCX2"
0,"EMR1"
0,"CAMSAP3"
3,"XAB2"
0,"PET100"
0,"PCP2"
0,"STXBP2"
2,"RETN"
0,"C19orf59"
0,"TRAPPC5"
3,"FCER2"
0,"CLEC4G"
3,"CD209"
1,"CLEC4M"
0,"EVI5L"
5,"PAK7"
0,"ACSM4"
0,"METTL22"
0,"SLC25A35"
0,"RANGRF"
2,"ARHGEF15"
0,"ODF4"
0,"KRBA2"
3,"NTN1"
0,"STX8"
0,"CERS4"
0,"CD320"
0,"NDUFA7"
3,"RPS28"
0,"KANK3"
2,"ANGPTL4"
0,"RAB11B"
0,"MARCH2"
11,"HNRNPM"
1,"PRAM1"
0,"ZNF414"
1,"MYO1F"
0,"ADAMTS10"
0,"ACTL9"
0,"OR2Z1"
0,"VCX3B"
1,"KAL1"
0,"FAM9A"
0,"FAM9B"
0,"RAB12"
0,"SOGA2"
6,"ENO1"
0,"CA6"
0,"SLC2A7"
0,"SLC2A5"
0,"GPR157"
4,"H6PD"
0,"SLC25A33"
0,"TMEM201"
63,"PIK3CD"
1,"CLSTN1"
2,"CTNNBIP1"
0,"LZIC"
1,"NMNAT1"
0,"RBP7"
2,"UBE4B"
